sample_index,source_trace_index,case_id,variant_frequency,trace_length,trace_sha256,alignment_cost
20,2096,Application_1434353417,1,43,9ced03b128bc1b7d5ba753f4c423349810df613baa3ac22cf4cc2e10bd799a7d,0
21,5861,Application_2071543732,1,58,f143506ebbd4dcfd61755c56390d92c1f27527bb52bb21e91fd48656b1d3e503,0
22,6349,Application_1726104496,1,47,3f362041e6227ddc0184da0187f0a503c413325033afb9db62c4135c10fb8a71,0
23,14643,Application_2000446983,1,45,98788c2560e510d3b90c28b3fef06a6e6911072fe98d3a49f4ea464460658d59,0
24,17837,Application_1473697105,2,33,27375dc3bdcde818352260e5b30afff50a89e9ee542c86cdf139986e3a8ab617,0
25,504,Application_1662197696,1,31,de2341482994df5ebd75024aa226902674f13405f76386da53000fc2dc04c171,0
26,16445,Application_870644031,1,44,a2897884c1907c05e1f0244f2a1e2edcbcaf15493fe53a2f619bb0a0ae22b579,0
27,5187,Application_505063978,1,61,e9d6d59f1acfb11aef45eb2baed8a2c184fae400cfc231f101faa9c1425e66d7,0
28,22067,Application_1834532024,1,59,a430f60095e1400bcc3e33a375bd7c71a858f5d9cd82e9edb7aea7ad729a6c6f,0
29,19590,Application_554175753,1,66,a586668b9eb76f36bd767450823b91507a9bd69a722ce0cdad3600de9b219d9d,0
30,21468,Application_1221241673,1,45,54464fcc51df1fcbf7a5032424d0bf25d9ebaf467a871bbfdd50ba37d7f48355,0
31,15926,Application_1223811498,1,53,b361484373a5b3c9f3d83ac607309328343e0ca70ddd93a7a1cc020050189619,0
32,12061,Application_951640089,1,58,9ff4fa7ff888c9e60e2b67d114831d29fef46c00306458dde0763a4658ea125d,0
33,5935,Application_802322754,1,55,596a4ef345e2cdc1557f81029c891c1d35490bda3371dbe6c360abb7a3855bdb,0
34,13004,Application_1803180054,2,29,e4d5fb2399b4511aa174487fe05dbd4ad29da06fa339f7b6f9f6b32579f6b2cb,0
35,17373,Application_593511436,1,39,fe58629d3f21e10c81e0aedbb8759a17ea209059fe13ea684abf3470761729d9,0
36,7789,Application_444033179,1,36,825c5b1321f7fc641ea66022079337e56fa9c3acd18b463663bb314228ce45d8,0
37,25634,Application_567052727,1,34,0b44729d8bd88eae815e4bc38ea4d146e3fcdca642f34bdb0635f157b174630c,0
38,27808,Application_1115432729,1,34,faba1b4dfaffb579ce5254f685683d3657ee7b53f1c4cae39670b64357c1170d,0
39,118,Application_1696031128,1,25,ab6d28fa0d7951128322c2837b3c02282b25a28299d064bef9bc7791ae7ec1bc,0
40,23726,Application_1140663211,1,45,356767ef5dbdd216954010d5e34b0a84207e237decdc35e48eec37abeefb197a,0
41,25490,Application_1273835556,1,47,d589b90491a2f006c879a4e5f45ffe6b583eccc4e48dbabd9a6510a08053de8e,0
42,3987,Application_1454926128,1,38,47ae8d68cb533673c02876edd51f9543f44679c44663fd50708e800abb136281,0
43,21329,Application_1760819636,1,51,72f1a6b6ab380d9cb977e3106aff1e2a7ae697ec112b4674d6c642ee2b9df6f1,0
44,12153,Application_1434596911,1,63,db7e344b2057171da466685a97bf489343b4cb32b8a920a226e17257912b3e2c,0
45,9795,Application_360196526,1,56,7d9abcb23581a1baea10ab8e9aa090e45ce81532461f0af25c7c7dc462ac99c2,0
46,7784,Application_312403940,1,82,2138c64b7b6531af803d9e8a85610536b26c5eac5e0eee3c28034a3e863c32a1,0
47,3851,Application_494594734,1,47,4aa1cf30ba1233a54c42408c9f44dd4368a8a7fdae04a4629c0628f6995dae7c,0
48,5745,Application_1513883916,1,35,777c0f357b4a8b6d2e71cc1ad9a3db09c411d02471b202a41a732b7a93d455c3,0
49,30977,Application_597870415,1,53,8c8db784f166fc34049dc155a91ea8cf824826c97d8a4ad4fe0927948f5a7ba8,0
50,23902,Application_810348628,1,41,f8cc5f3c6d273e7371730713b8776c7ba381597a0d49723915b01183427295a8,0
51,9682,Application_1695436993,1,48,84d9ce525972623098bf11ef9280af26f647f5192e30b9d3affb622dab3c1055,0
52,2316,Application_1685289510,1,61,c465b9725a15597c869ed5d9dc81fca04b68922c9279c818d108048ee271a334,0
53,2070,Application_721267553,1,48,2327b956d0ac33a34ae6f47f129dbca4aed0f099a889f6e32abb03f65d6ba23c,0
54,10904,Application_478157343,1,56,9bb20f41c768bcc94769cad24cba0a30c43c98b4dc63bac5b7f5f9936591f3f0,0
55,2168,Application_190864626,2,29,7a40293e5a08b193031f328ef8bcf8833e23c0e971e4e1a83a25d23ad74531e2,0
56,10341,Application_1282499670,1,47,ef3ea609516d57be9db074cc5d4ea0c094be3d418ed9e62936e6094b6ba52676,0
57,27006,Application_1839957236,1,34,0ca92ba4d27c0cd1f82a9e2176ad41e458ea5ac6a7db0d3341ce40dae73f29c0,0
58,9888,Application_1009342776,1,55,d55f321010ab8f07025ded26cfd072878bf23dc5e94e971de154d173df0b6fb1,0
59,17905,Application_772789398,1,35,8c49c850dd2d14801e03ca274b1e3ca316d756dd2b6b0eb2acbd73436e7616f1,0
60,7370,Application_1638539031,1,61,26ed94f6146b156771b356c7588a08a05803cfbc5d2e22704fdb68b294667fc6,0
61,25546,Application_306812685,2,39,d868a4791a49f41ae1cbd645e4db46bc69400fddff7a4f61a1e6015c2e416a73,0
62,865,Application_107632320,1,45,3f9fcfcdbd762a4c3509f2e18cb49d7ddff0df970a4364ff602ff21ea8f794d9,0
63,22656,Application_1826921669,1,30,cb801545b6f4c111df7dc24c9dc16b34a2e18aeb82604846643ab07b050765e4,0
64,13339,Application_690820047,1,65,a76ecc13d4146807f5a3730553ffbb1e482dbddfa10f5c6a898978f2cd26db70,0
65,15623,Application_237909779,1,34,676ea423321e75f953270a4dba9d74e6461d944ccf9da1c7c7975e8eeced23e6,0
66,2936,Application_547763286,2,27,d95abdc8b693cb508dc0796b3b459bea9b16088b1ef5f0f7eda8a6f8d38eeabd,0
67,29654,Application_1904961288,1,59,19061d4eb8c9d2528b060fec6c16d07b9a84b5b676b227f3e5aa438eef07b3ba,0
68,10869,Application_1777798172,1,43,34049092799e83a24190fe0793c2e68e3465c39c1ddeb33e8965eaa458905201,0
69,1728,Application_1902119268,1,43,b1be28f08ee8cd6b8e0d9bc1f50e2493143ca681fa534042a237b0cc7b3ce930,0
70,16150,Application_143169917,1,23,44c6edd0be11c229cd8dd62391388ca58c0c83d435ce0c06b2a7b62d10d64774,0
71,8299,Application_1283367042,1,54,455bf67623010d856394ee8444a351f951b037fa8af89816d87b211f52752af4,0
72,26378,Application_519214643,1,50,b3fa93426a831a08458bfb8e67982430b05974be28c4d36eeaed1d93449adf81,0
73,18799,Application_1017028247,1,22,402fe8c2c9d337333a0d275f2e712eb134a119e306a218d62703dca6fa208428,0
74,18445,Application_1599386584,1,31,8830c587c1c1bf5115729819cbeb1e4320d7d81437e1905920226bb63419a475,0
75,28372,Application_1158368771,1,79,dd5bb9f0b99fe4079b1c9f08c46e6349cbe54a3ed36e2f7691a7d2be40012c3b,0
76,27521,Application_214939523,1,67,fdb5035f7299d64cad6b349a3e972202e98874432924471f2b9133942fe0ab9a,0
77,10410,Application_1515235165,1,28,5ab1a4cca2c5e996e8cd5a3af6d3b6f8845a7616f240daca0997884029a98ff7,0
78,16969,Application_1703692771,1,27,255ebda7437247b1353638e780812f32113339c3d9aef26f8c63189551391bac,0
79,4996,Application_844486389,2,47,bd8c48e1f77c6c03d7f70e43320e7d9664a9edda3d6bbf825d69a138ad827798,0
80,21598,Application_562779064,1,67,6db1e78fd6465b78957e9209776a96da40d40a99ae1827b944550fc234f3113f,0
81,1509,Application_302165417,5,24,e4a2d80cb50179ae24abb53b0b825e03e94f3c0f87644ae4d8ffff0c14d91520,0
82,921,Application_2039099639,1,30,e740815d71586ea65499d68d4699c6093783e8bb78024f43a2aead79c4a3ce14,0
83,19976,Application_1647108674,1,58,26b4f06d09f5fe279e0812795b42a1e157bd1bdc608caf4b2b8375276dcd5887,0
84,6198,Application_1907476123,1,54,ae79e0422e7bd0c2dba9f06cd1a506f96904677a5fe27271433376296fa85157,0
85,24239,Application_1368079884,1,39,5c93f31edccf325e10e762d85523b457aa7d400a60b218ace15248c6ae699efa,0
86,8160,Application_1527986766,1,45,96f3ce4bc0a810eee25bd799e323939936fe5c6f018bfd301d00f9c8680b5644,0
87,1757,Application_1972581511,1,61,2bab09a2a26785921c94e8f6aa9ea31afc8c408d5410ef95b2a67477dddf9651,0
88,27293,Application_156087508,1,51,014f679321f1ee171dd914656ceb32d0517cc0afcc430f23d8c549a4d2be5743,0
89,6358,Application_287984851,2,38,4dc8f40ee102447914cafdde6578a8e4abfbd291f789c9115c798b4c936965e3,0
90,27711,Application_2027799986,1,28,e46752b3d9b64e82d772758d8245bb36452282f460843bc75c8d12ff8e63e034,0
91,2281,Application_2081270236,1,56,7cd916f1d714b11383481bde5e5770a13fca9bdb990bdd0f38b962c0cf100394,0
92,10907,Application_983875383,1,40,0fb74484a6fd39acaca356b2e734ebbb0c06d83144700a1a9e687ba0ce782ad8,0
93,7786,Application_2123207704,2,33,dff3f814f638c34e17c7dee49e603595c2e21aedd39f00af1427f1098bc43e16,0
94,13149,Application_1465423467,1,63,dc2c7345b2213bbf93575193c94f1508ae77cf0b24789f4f76497f25ba0e24cb,0
95,19083,Application_1965524505,1,59,71cc3f248d0c7965c7342c997f52db84c5db1c05934c1aaff04b086836088c2a,0
96,26529,Application_1873532965,1,40,033e5630a58b45b1a4968de34b2d238c113d79a183bf32f89e92b790769b158a,0
97,10511,Application_1131111908,2,34,7d52307718f229dd0b338bb61933501406c0f80ad7b3a05b52fed3942767d12c,0
98,4080,Application_1375498471,1,49,b97d252e43bbd035e63a5f0f079643c60b9fb3eeb8bc45f9c712ba3e1fc75386,0
99,10659,Application_1455692161,1,47,f58be494d7b681f9eff643ee232c2535ae7239fa35b79e2a5c7956419d28b806,0
100,10243,Application_1119561257,1,59,a9aedf6a6fb7ea7e9e8b5790b684afeae041d3328421816da4f5e19933cde907,0
101,5500,Application_1256078078,1,48,01d64f113447e9937b5530d8fd519aaf79f4af19cbc14451e559ecb088b05839,0
102,20290,Application_1207840744,1,33,63c3aba1b3371be789e68289928ba3860d9e3be68f71c914956bc4ca0afe38f6,0
103,7446,Application_1896272833,2,33,516acdef75dddd2c983aed6b7fd514a445cb45c8695008f38a9e23907771b063,0
104,21482,Application_1614337191,1,34,0176daedb5e88f380ede5e7dae2e6d0ae1908ed850f3a7ffc7ef54a275b89a63,0
105,30177,Application_1859157542,1,79,97a03551a8ef4a15bfe16687904ff4894c74a3e75e05148bed1231fff573a317,0
106,20824,Application_970837782,1,81,8aae10aceec6644df45e88e7ff20da48ff9973e3033ffc5ea5a48188890f11b7,0
107,19517,Application_1829078276,1,39,1dc3ddd643b00b0f5ebd8128c84baac12c72a52128019cb195cd1057cf8af7ae,0
108,1560,Application_941373642,1,59,4f66e96001b61f7538772eb614f6bf9746c1136ca2b41704fcc56ab7c68fcd9e,0
109,18104,Application_281347151,1,58,4583445700021d25b5719b60604ddebd3b672c932f5325d002d80bed1f865968,0
110,19039,Application_828334298,2,43,146e280d0c250f8dd29277a828b5cbf0d601bfdf4c01ceaa5e010ce11bb71ec5,0
111,4334,Application_181623453,10,31,00851749ffa02530c71dc1f4330128677fcdacc41d190ddeb7c38ef764e1b928,0
112,15547,Application_1227849499,3,29,df461a39e2c1169e5f1953d2a82cad051c2352d9a4a52e9f2da12887f304ab6a,0
113,22635,Application_2072055182,1,63,33f31b2e9097b2b4e086f3358755eb1f636ef6ff9e07c7770b20e9ad4c424f3d,0
114,6740,Application_271407289,1,57,5eef420ec58f03c65e2b03eac8f1749c479c71d191a8ec08f90b6222c4880764,0
115,4106,Application_217044343,1,43,8438bdc4efb932bd6da5ea102bcc1bd2d993542f709ba5bcefa85ba8f4c806a6,0
116,13424,Application_1952666081,1,30,9a178f36e6fb992e41c9ee74d762544529703cf2a02d93bc538be90345009e95,0
117,10891,Application_121729357,1,56,9c61c8f07ac863b48d5456cfdec7c6cd34aff09cd7dc9bde9e81f93a94994cd2,0
118,7551,Application_1699666907,1,56,7d5c4fa71b672a3bd7213dc51b87cbd942b836a89673bbba19bee12373e693db,0
119,29775,Application_967577338,1,49,8acd173be5d0c89f3bee7800f2476ba37a920270343606efcc39ff9e0022298e,0
120,19229,Application_1879509147,2,42,6f837d4bf316604a3697d14ca8e2c405c2691486f1b6fc20628bac263a8a53fe,0
121,20977,Application_162158054,1,60,c2bd8c95844f07aa1a5d4e352a82c946260e10d0a804e9959de6d9fc7fff6408,0
122,16327,Application_880692737,1,61,7b8a5571ccf624dbd5be4b5bc4dfd784a3cd3f2e8c61fbc2ae3d204a1deb931c,0
123,5893,Application_1475271790,1,98,ccc12273eb42de1edf9bb59cb37a80d60b41c92c491340af47d4847d7fe6e4cc,0
124,20859,Application_130597015,1,34,c0131fdbe8b59f462eccc7b9de6000ecc4999dac671326a24d7b39bfb80ea29b,0
125,9309,Application_1042621630,1,80,745371d11585385401893a732e118b8a810b3b64cd30003199fe2f0dda689541,0
126,26846,Application_2050571499,1,48,b751ec2b602960ae26efc2559b37767e7d9be686e0aee8694d7002927defebae,0
127,24070,Application_400792658,1,45,547ebe82a0bb4fed76a86f709c139e85b2c001c22a8ac13bbbb4443c2836ac1a,0
128,24358,Application_320538845,1,48,6039a17a299cbec8a7e1a78ff75fc60af4273cd081954a89dba5d4258666ed7e,0
129,1175,Application_1077268062,1,35,bfc786718969ea79da0446d33facd45013097c03911649134213c541449397a8,0
130,6238,Application_1623702766,1,68,aa30055cfef5f0c6f70a72fb63ba11f3701d4a67d6074299474859c9a8a914cd,0
131,26063,Application_940496739,1,61,401f37cab63eea8746af1c1876c4d4693bf8b2d9dcc817f3fc6c98175f9c7acd,0
132,610,Application_296383634,1,36,7d4dadcc2890a32f7904b79ba638d3713f37b84997fbbcd539948deb810bf049,0
133,25460,Application_1951442644,1,38,cf51e5ff5df66fb22181e180d070726771aa6db23652a883ce8a5e6a760797db,0
134,9040,Application_1314468939,2,38,d80ce80244739e02be33b527886161a7aaff3e165bd55aa2352da0e60dd03212,0
135,11536,Application_1565566306,1,25,57e91a730ef7f496d48667d847a16ccbde284e898dd438ecde2bc4b619030494,0
136,7476,Application_1911537483,2,30,3e04429ea2c081680f363904e810e3d6f7364837f76fc22200124b1a9b7ff4a7,0
137,1436,Application_1426517064,2,46,06c727045aba377f31e5f831ffe3451e1935cbc759b5d1e10cc4812083455f15,0
138,5558,Application_1258746465,1,33,a943df1e97f96ff2f907d5c17e515a4bc9b0182fe4e07c7081bd7f3871517261,0
139,29340,Application_458098005,1,45,234627ad56fa6d10e94562668ddf4e890f0c1981afbc043ddd5329922ef77d4f,0
140,30440,Application_744357049,1,47,7e23aff537558c34e1a794ff1486f550215335de152bdf83414f897d57c0fa27,0
141,16641,Application_1376997987,1,52,d0b0ed3d18378a3df30b826f9abcc25f4d653ba927fbd4eb24cdcc4d684ca4fd,0
142,28064,Application_1168237766,1,55,664c3b3b848b3bf8d803302cbcd9d5c7e24bc315884b202d8a6258a7f541a0cf,0
143,22159,Application_1555216362,1,43,41627ef27c9328d05d7f9569554d5e423ca0f2eb3c155f924ba97cb98477666d,0
144,9018,Application_1431602846,1,119,83b5786164e43f7e8dfba26ededb2b5b069dbd9a6ac3251424be79983cb9d1e8,0
145,5632,Application_1874226125,5,35,81a9331bcecb6a804d591d13ec75c1c6b4998d3f697c9c027a2618b193860ba4,0
146,19780,Application_1970637517,2,17,e6111517833dba272a7b2864b597a3f0aae99e8dd659ed2796b23cc800f8a761,0
147,14507,Application_306566754,1,67,0cad30ffdc43d01aa9b2625fa383f22f5ba3e5549fa37ec5e7f15044802bff6b,0
148,11377,Application_1150934823,1,42,d2b46181a0e21721f3e41b17cd4647ee48c5045421ff62f115c55acd140f3cd1,0
149,28347,Application_849742887,1,29,96c65c762785a9a8a202fb233a655ae09b7b79797c20630d85befeb51e8c5d93,0
150,29381,Application_701033782,1,45,6fa12f8b78ba2ca407aaaa46b898873b2176f888ffb4d16251e14604f82e9211,0
151,19333,Application_1398191679,3,39,f270e9a91640ddf5070e44fb39d33e1d0504c2f0c3aadde8034bee0d81fa7646,0
152,13325,Application_1068246239,1,52,abf5a6e3a2505c16fa2252bd4073ee7a4bb91dd53ba1a33531e79f5194f7e862,0
153,3479,Application_1807815107,1,51,8ebcc52c876a96b6ee822bd3402efd2f855542b1d67bf8254539e5e64c30b3d9,0
154,7383,Application_410097901,1,61,b1d339d392d7e8b3d583a8d583262a4a71016a7a8066cf5d588c1ace93a0c6ac,0
155,3365,Application_224754935,1,42,d61ddf1ab85c8abf8769b60d6152cc1cca8e7cd43b7897a96f1bd934765ad249,0
156,6801,Application_831145369,1,36,b3895293db9340df2f54bacddcf3b7bd34acc1b4b252a1f888c4a4c06138794c,0
157,23224,Application_931038541,1,39,60f10344dac89f8ab6019d083f1730721c2a2fca19f095b2b09324ae63a1be97,0
158,16448,Application_1312786789,1,83,3a6a9d3cd3fae164cb136fe03d7028d5e35bcbdc06d7f84d696873dbf346ebec,0
159,15724,Application_1734458355,1,108,52bcf83f4bd544346fad4911e3ca9e9f3ca5fcf3062abf25ef91379586fdaa77,0
160,7320,Application_740190804,1,40,be7d259f58b96b4804f8c5d2fecbfe88414cc4ec46ed9d327a708af6b2a11a2c,0
161,23297,Application_182712917,1,95,b86312a11b42c894de10c7f03e55abc1bbe113c47bf0e25b284be6eef0d67932,0
162,17212,Application_1051268159,1,40,921066ae5f44e45001353c15386e9a3106fc62d26b402b11f3f7d4cfbba57fc5,0
163,12337,Application_1101061206,1,56,e3adacf2ae4c9e41b491f6b96b3017d551e1779c857e48139086f0a00da305d4,0
164,28818,Application_459683568,1,93,936077e938a511dc56b8ef7dd9e57ffc6aa63c2fd50021bde53e3d1f022704e4,0
165,17185,Application_696063574,1,36,f3a1b2b2f0ac1573d7d2dbc03680e154463bcc8064bddc30504459d1339f8b7e,0
166,11495,Application_1448220122,1,48,fac222afa54c90b15bc6eeb0d64da4e4706250ffd38e14c1ab682660f142fc50,0
167,10417,Application_477997985,1,25,cd76ce87116e0d17adf1a7086028c0da60120571c146bec0105d789766aa5c10,0
168,5883,Application_88487526,5,24,03decd2ae7b1b3986fc6591a5140baf73544c50cf1a0d07ebe9b1dd4e7ebbd8e,0
169,3333,Application_761367685,1,41,d928f058d710357b1a991b42bd519985c0933682401356d0944234ef1109700b,0
170,14760,Application_1385507757,1,68,75c0aa3d900074986503e0fcf7ef81c54dda8fccfead7032b8c12e556cf0ba78,0
171,14352,Application_2108613059,1,30,4d1c74f8af91d2655cfdf0326d7f290f8d53a219ad8d9ed59e1bd53dec501123,0
172,2025,Application_1165099041,1,61,42ed1da4e8beac8047eaf0d807f868dd80a98a482b49eee64d609ca09dbc85b5,0
173,23606,Application_1253225820,1,53,fcb928a83b1d0774137b345796825ef5284c7961ec5d7dc189843e6f45e29c3c,0
174,958,Application_2127502880,1,66,188f36fd525556f0fe5cfdb68696cc1ce6c8ddc9643686ca5894cd2658312ded,0
175,27494,Application_2098518347,2,50,e6e0516e034fe99356faa736298e5512d2f93c1bc35aadf47514a9bf1e4b2316,0
176,2490,Application_2095799235,6,34,b3258ee0b6e65c20d89f3728de92b371d7fe2850c4ce415ef40edec98dd78f8b,0
177,3784,Application_517366421,1,37,cf50361706b0652a0fc573bd7cc13b1a518e85edf22141e296351b35dde912a0,0
178,18768,Application_1540523838,1,73,aee5f8a1d3e436b031e1bb17ae08351a8ccd91914bf758b37267a0521304bdc7,0
179,3995,Application_125636605,1,59,10772b7579f463d690e0074aabbed260376555af88bf1a90dffd263366f84af5,0
180,25005,Application_298026760,1,72,4d4a619c892a8dc644ba60d0971b34b4b340df36bb47113cdd9b37bcc232cdba,0
181,20712,Application_1022053539,1,47,62bf1bca2c8d009a0bef94f1622248a55111063040568184f7b31814fedca0b8,0
182,12138,Application_31575150,4,30,025341f9fb037ae0867acd7565ef478b5a25087b65c4e5901954606a2161c5e7,0
183,17636,Application_1331865983,1,43,f27910e46ddd6aaba5d082452c661dc9cabe2ee503a58ee9aaa44b25a18cd421,0
184,1370,Application_2083125755,1,35,99cb579265e90f8318855f4cb138a1ad88b2203ab238ec6348b8abffc8075d2c,0
185,11051,Application_1519436671,1,57,c591fcd3935cddfa15244e9d8d101541a7d19424214cda99c131cb08f2d1c809,0
186,10952,Application_444182929,1,52,3910f81622f2a30dbe386eba19429efecd29caa844ec96ee9445989c43ddae56,0
187,17612,Application_1807854777,1,38,2c6822cb62416937d4a3e39116e241af002ab24c2df3ecae4d87c4514268f630,0
188,13612,Application_713521130,1,44,f3e25dfceea90a257183c440195a283ecb1e3f84e5297463f8338e0e352eef17,0
189,15360,Application_2140141136,1,97,37e00e1a44a54feaea082740732eac6ae7cc57f9d09b1930b2bf222cd0ff5099,0
190,6957,Application_1174431343,1,59,36dd119fb88cc3a8551802810d68484ec5138e7f107308698860dd0cc45105d4,0
191,31476,Application_2100121222,1,50,b1ef9d9acd463667439b4a22fc4982a366c284393e5cac5a6d94ab5c70c1e37a,0
192,16194,Application_705896380,1,42,992f683828c8f9a9893c0840dfec7d14a2e1e0a82a04038796b315306b53be68,0
193,27485,Application_1467934474,1,74,a20f98d3de3dd60304673c150a55c322c11a1e55b1371cbe815cce91493adfbf,0
194,30418,Application_1235145497,1,50,530b7fea95b893caaf9fd3754b1115a5068629e960e7e2b17737b12335fe3509,0
195,205,Application_1016816804,1,46,9b738851706bf728f8a33a5bb9b8cc4076c6ba0ca63fff89585b795bc2eff893,0
196,20707,Application_750434984,1,28,3bca8eb172dfbd645c5b174101be88a9f7a7aee8d0747fa6fb97ac0025b74d55,0
197,22273,Application_601584106,1,45,301cea2966265ddefd21f78152ceef4018277afaa621b7f582a2d22dc0b1339f,0
198,2632,Application_1666519543,1,45,aefa0d24a1c6edb34535bd65733d48c0c8ef283bc3d0f58f8e9143fd171b4cec,0
199,20759,Application_610732794,1,30,5eafd1b91d8d4072315f05726f78de79e530c375fe28e941b02f28e1ce88d3bc,0
200,28353,Application_1741874816,1,34,b0f52e53e49a8d9d65154dde581ae4e0f7f136816485357cec27f706b89ddd19,0
201,15650,Application_367098983,1,62,23e6621188f40e50ac940b00e03daf69ac94e8b8014b6d48f7b220c4184b22df,0
202,23435,Application_993171091,1,46,c591045fc05d72429f35178aeabac1b3b760e3d2762b98f676d73794a44bbff9,0
203,7442,Application_1559195255,1,60,449728165c3e592c9de0cd543c87dda4a968204a7f71b9fb8ee2d6fd868504a3,0
204,24077,Application_1782290741,1,23,686d51bae624feae3580830e834a83af5206882266697893e6b848a7276225b2,0
205,19269,Application_207114246,1,73,2d1c614f2d7bdf9a0aaf5e88dfa32824fdf5ce4795dd641d4be092d23d8a69e5,0
206,9794,Application_1433932097,1,61,9bb2089d3c848e9f59768c97dd445f346bc2efba24a93d67356a27b149dba82c,0
207,2541,Application_1295276940,1,47,412d790d464a14a75615862b1225080e4eb398f1a6cc68f08ad5b725e5c37507,0
208,8311,Application_1293544696,1,55,0dd5c4efb8f0996551bdaf3df47cafeb06a8e2161571661954e2cd57ff5d6693,0
209,12532,Application_1087846499,1,38,1b496a97758ee9389c4708d6f551539a8c562ba04b3946e29ebfc71bb0c567a3,0
210,3940,Application_622880437,1,34,2879130d2f7c8d9257184783ca58e8867c74b0847e7d0db81cff2ce1a7a14a3a,0
211,13160,Application_793007614,1,60,89a6bafb2184b815a441ad0d2d729326ba345f7aee8906cba55c83ad512f4d44,0
212,60,Application_2110144842,2,25,052530d4bed655bced688fc4c9ce16ab416aafbac26f9e35c321223263211320,0
213,30861,Application_1342479260,1,69,924c5fd49dca996b0c0e9c90eee4cc9ef9ad973702bb27b942ac32c3315bcbe1,0
214,22304,Application_1644913907,1,41,ee0821592d3506f1490ecf0f257d2298f5b215597860d9367bc1aa617ab52e48,0
215,28048,Application_750865641,1,41,66c4e30007f6916e2f20969a9b793fa9b4b45b61cfb78d7d38880c99f74b8fb5,0
216,22232,Application_1581333752,1,63,cdfaac5704d68d65bd66cf9f228903ef38186439861c6f7e52922d5793e3c9f7,0
217,7337,Application_186544966,1,49,ef12f63848d81b47d2e378266be1713b3393b2072d7152e6fdae8442c8847d7a,0
218,31499,Application_1544952493,1,43,41683696494b6d049ea01442991f117ab149988032e87df01f387ec7343e1799,0
219,14536,Application_1373010009,1,58,50bcbc540d56a734f0356a5696c0f3a56893c90a6c6fe7087723a6327bca63e5,0
220,23846,Application_2016914505,1,51,b72c909a809d77d9472de6140aed1b72b120e78ab18b8288c5beb090c22aba3b,0
221,4557,Application_1693585514,1,53,b11f8fe77430a3bf8dd5d7543840bba4690c2c1a0aaa3ce3dc7d7d4fed8f955f,0
222,14704,Application_121793783,1,34,f1bd3fb8234621f0baa59f7fcb0d2b79668540b87de1dfc36a1af3c1ee4b1276,0
223,29326,Application_1505801050,1,47,bdd74cf2c0813ac6cbf196aeea075d5b0596ff23d6afa1534656c7b4d8310db0,0
224,2405,Application_1035150389,1,50,0caacb8ac73a5210c188b1d913f0eeac0719023a6a4a1b7b40c1d9257f5f65e7,0
225,27853,Application_1632702551,1,31,3a77ae20542c98fe23448e05ddc95efbcc8a417b07c83185256366f31eb6b604,0
226,18680,Application_1364723237,1,71,aaf812899b23f69ca8c45d975efcb7fbe966923bbb4b12c01874f8da8e7d6f1a,0
227,8477,Application_2102588270,1,48,e2348aa8342bbf3120685faf0fe284ed5b48db538a8a0a046dd2fbdafc7e1967,0
